payment_id,order_id,paid_amount,currency,status,payment_date
1854,388,247.29,GBP,FAILED,2023-01-03
1855,434,150.62,JPY,FAILED,2023-01-24
1856,256,,USD,FAILED,2023-01-09
1857,333,244.71,USD,failed,2023-01-31
1858,8920,188.17,EUR,FAILED,2023-01-05
1859,741,70.49,EUR,PENDING,2023-01-01
1860,906,192.25,JPY,PENDING,2023/02/06
1861,910,,EUR,FAILED,2023-01-10
1862,523,267.33,EUR,failed,2023-01-08
1863,156,259.12,EUR,PAID,2023/02/06
1864,421,16.16,GBP,FAILED,2023-02-10
1865,759,,JPY,paid,2023-01-16
1866,31,241.42,USD,failed,2023-01-29
1867,7698,251.8,USD,paid,2023/01/31
1868,561,188.27,JPY,paid,2023/01/24
1869,686,173.16,GBP,,2023-01-16
1870,932,190.04,EUR,FAILED,2023-01-21
1871,769,94.67,EUR,,2023-02-03
1872,924,200.86,EUR,paid,2023/02/04
1873,387,112.66,JPY,paid,2023-02-05
1874,612,152.58,GBP,PAID,2023-01-10
1875,758,,EUR,paid,2023-01-04
1876,232,218.75,USD,,2023-01-21
1877,728,189.38,GBP,FAILED,2023-01-15
1878,78,184.31,USD,FAILED,2023-02-10
1879,820,83.84,USD,PAID,2023/02/10
1880,5497,200.9,GBP,,2023-01-11
1881,6249,217.15,USD,,2023/02/03
1882,407,110.18,JPY,FAILED,2023/01/26
1883,366,167.75,GBP,paid,2023-01-27
1884,864,79.72,JPY,FAILED,2023/01/10
1885,7814,,USD,PAID,2023-01-09
1886,599,150.78,USD,failed,2023/01/12
1887,478,105.72,GBP,,2023-01-29
1888,238,60.88,JPY,paid,2023-01-29
1889,5672,57.79,EUR,failed,2023/01/26
1890,666,,JPY,,2023/02/07
1891,657,183.87,EUR,,2023-01-30
1892,989,,USD,PENDING,2023-02-03
1893,5095,256.9,GBP,paid,2023-01-30
1894,307,invalid,GBP,PENDING,2023-01-16
1895,106,125.36,JPY,,2023-01-12
1896,51,208.29,USD,paid,2023-01-18
1897,6394,invalid,JPY,PENDING,2023/01/01
1898,420,,GBP,paid,2023/01/03
1899,877,invalid,EUR,FAILED,2023-01-31
1900,481,123.13,GBP,paid,2023/01/17
1901,218,176.01,USD,failed,2023/01/21
1902,7824,220.4,JPY,failed,2023-01-28
1903,539,208.41,GBP,PAID,2023/01/28
1904,261,222.24,EUR,PENDING,2023/01/07
1905,860,218.0,JPY,PAID,2023-01-16
1906,777,14.3,JPY,,2023/01/13
1907,492,223.42,EUR,failed,2023/01/08
1908,624,281.75,USD,PAID,2023-02-05
1909,504,60.72,GBP,PAID,2023-01-12
1910,8803,191.61,JPY,PENDING,2023-01-22
1911,76,199.67,GBP,FAILED,2023-01-02
1912,302,43.31,USD,FAILED,2023/02/05
1913,797,98.8,EUR,PAID,2023/01/21
1914,867,56.35,GBP,PAID,2023-01-23
1915,8392,invalid,GBP,,2023-01-20
1916,612,,GBP,PENDING,2023-01-07
1917,455,,USD,FAILED,2023-02-02
1918,687,77.8,GBP,paid,2023-01-26
1919,712,232.17,GBP,,2023-01-30
1920,8973,195.87,GBP,failed,2023-01-25
1921,18,213.53,JPY,paid,2023-01-08
1922,142,275.71,JPY,FAILED,2023-01-12
1923,6431,101.82,USD,failed,2023-01-12
1924,16,invalid,USD,PAID,2023-01-11
1925,597,invalid,USD,failed,2023/02/07
1926,582,169.27,GBP,PAID,2023-01-14
1927,1,261.91,USD,failed,2023/01/30
1928,498,,GBP,PENDING,2023-01-04
1929,864,54.98,USD,FAILED,2023/01/17
1930,785,247.55,JPY,PENDING,2023/01/12
1931,608,7.82,EUR,PAID,2023-01-18
1932,951,31.72,USD,PAID,2023/02/07
1933,913,52.96,JPY,paid,2023/01/12
1934,66,126.14,GBP,paid,2023-01-21
1935,572,105.06,EUR,PAID,2023-02-04
1936,650,213.36,JPY,failed,2023/01/03
1937,344,149.16,JPY,failed,2023/02/03
1938,484,invalid,JPY,failed,2023-01-26
1939,6483,invalid,EUR,PENDING,2023-01-26
1940,306,37.44,GBP,FAILED,2023-01-06
1941,6259,245.58,EUR,paid,2023-01-07
1942,913,149.84,EUR,FAILED,2023/02/09
1943,560,164.84,GBP,,2023-02-02
1944,625,30.27,EUR,failed,2023-02-07
1945,8198,251.33,JPY,PAID,2023-01-15
1946,268,131.98,JPY,PENDING,2023-01-28
1947,122,24.68,JPY,PAID,2023/01/22
1948,36,228.18,USD,,2023-02-01
1949,975,257.15,USD,,2023-01-30
1950,6233,15.06,EUR,paid,2023-01-13
1951,420,45.05,GBP,PAID,2023/01/29
1952,96,222.54,EUR,,2023-01-21
1953,6608,135.7,JPY,PAID,2023-02-07
1954,335,79.52,USD,FAILED,2023/01/19
1955,327,64.42,USD,,2023-01-07
1956,6573,58.77,USD,,2023-01-09
1957,6134,,GBP,paid,2023-02-08
1958,7416,40.96,USD,FAILED,2023-01-13
1959,788,145.35,EUR,FAILED,2023-01-06
1960,514,,GBP,,2023-01-31
1961,774,,EUR,paid,2023-01-29
1962,614,261.13,EUR,failed,2023-01-04
1963,923,82.02,USD,paid,2023-02-10
1964,505,invalid,GBP,,2023-02-02
1965,552,201.26,USD,,2023-01-08
1966,7237,163.66,EUR,failed,2023/01/07
1967,849,99.43,GBP,FAILED,2023/01/14
1968,604,266.85,EUR,FAILED,2023/01/18
1969,625,invalid,JPY,failed,2023-01-08
1970,914,,GBP,,2023-01-04
1971,85,52.39,EUR,paid,2023/02/07
1972,8856,,EUR,failed,2023/01/24
1973,224,130.15,GBP,PAID,2023/01/23
1974,911,136.09,GBP,PENDING,2023/01/27
1975,782,,JPY,PAID,2023/01/21
1976,9,,EUR,PENDING,2023-01-03
1977,99,178.24,EUR,paid,2023-01-10
1978,783,231.71,GBP,paid,2023-02-07
1979,295,161.51,GBP,PAID,2023-01-29
1980,657,115.35,EUR,FAILED,2023-01-01
1981,709,10.89,EUR,FAILED,2023-01-11
1982,807,52.93,GBP,failed,2023/01/16
1983,364,284.98,EUR,PAID,2023-01-11
1984,380,,USD,failed,2023-02-04
1985,7474,19.54,JPY,PENDING,2023-02-08
1986,351,invalid,GBP,PAID,2023-01-02
1987,7766,266.85,JPY,PAID,2023-01-26
1988,90,150.18,USD,paid,2023-01-17
1989,178,187.54,JPY,paid,2023-01-15
1990,49,29.31,JPY,PENDING,2023-02-05
1991,75,107.68,JPY,FAILED,2023/01/22
1992,965,135.85,GBP,FAILED,2023/01/02
1993,477,106.72,USD,failed,2023-02-10
1994,140,66.7,EUR,PENDING,2023-01-01
1995,362,,USD,FAILED,2023/01/30
1996,667,129.03,GBP,FAILED,2023-01-02
1997,8,173.49,EUR,FAILED,2023-01-05
1998,412,291.73,EUR,PENDING,2023-01-27
1999,539,243.11,JPY,,2023-01-27
2000,7074,237.99,USD,FAILED,2023-01-03
2001,34,176.71,JPY,PENDING,2023/01/02
2002,1000,161.94,JPY,failed,2023/02/05
2003,887,invalid,JPY,PENDING,2023-01-09
2004,300,19.25,GBP,paid,2023-01-15
2005,96,,JPY,failed,2023-01-04
2006,876,152.63,GBP,paid,2023-01-30
2007,570,5.21,GBP,FAILED,2023-01-12
2008,7463,125.53,USD,paid,2023-01-22
2009,787,230.92,JPY,FAILED,2023/02/03
2010,108,211.07,JPY,failed,2023-01-26
2011,5690,206.19,EUR,PENDING,2023-02-06
2012,708,270.98,GBP,PENDING,2023-01-08
2013,487,117.22,EUR,failed,2023/02/06
2014,811,104.14,USD,PENDING,2023-01-28
2015,518,296.71,GBP,FAILED,2023/01/11
2016,862,298.86,EUR,PAID,2023-01-21
2017,390,165.45,EUR,,2023-02-02
2018,112,56.16,USD,failed,2023-01-28
2019,683,265.15,USD,paid,2023-01-24
2020,8504,invalid,JPY,,2023-01-23
2021,8253,265.26,EUR,PENDING,2023/01/31
2022,373,invalid,USD,PENDING,2023-01-20
2023,367,invalid,JPY,PAID,2023/01/13
2024,798,95.62,JPY,FAILED,2023-01-18
2025,7950,288.99,EUR,PENDING,2023-01-02
2026,403,165.12,GBP,PAID,2023-01-13
2027,454,invalid,EUR,PAID,2023/01/06
2028,5613,132.27,USD,paid,2023/02/03
2029,83,128.78,JPY,paid,2023-01-02
2030,510,5.05,USD,,2023-01-04
2031,981,,EUR,paid,2023-01-01
2032,977,7.31,JPY,failed,2023-02-05
2033,7995,240.09,EUR,FAILED,2023-01-10
2034,866,108.01,GBP,PENDING,2023-01-03
2035,35,91.6,EUR,,2023-01-23
2036,5062,189.33,GBP,FAILED,2023-01-02
2037,269,106.38,EUR,FAILED,2023-01-24
2038,7639,64.65,JPY,PAID,2023-01-08
2039,832,193.48,JPY,FAILED,2023/01/08
2040,578,157.57,GBP,paid,2023-01-06
2041,587,219.96,JPY,,2023-01-21
2042,689,254.65,USD,PENDING,2023-01-08
2043,31,103.91,JPY,PAID,2023/01/01
2044,5384,72.04,GBP,failed,2023/01/06
2045,641,invalid,USD,failed,2023/02/03
2046,459,,JPY,PAID,2023-01-07
2047,636,247.66,GBP,FAILED,2023-01-23
2048,141,9.05,GBP,FAILED,2023-01-02
2049,639,100.59,GBP,PENDING,2023-01-01
2050,7398,50.92,EUR,PAID,2023-01-22
2051,594,218.99,EUR,PAID,2023/02/02
2052,491,247.53,USD,failed,2023/02/02
2053,648,246.02,USD,PAID,2023-01-12
2054,559,69.64,GBP,PENDING,2023-02-07
2055,459,111.61,EUR,FAILED,2023-01-16
2056,579,invalid,GBP,paid,2023-01-20
2057,148,170.05,JPY,PENDING,2023-02-07
2058,386,invalid,USD,PAID,2023/01/23
2059,315,176.45,EUR,FAILED,2023-02-10
2060,222,55.08,JPY,FAILED,2023/01/25
2061,725,239.94,USD,PAID,2023/02/10
2062,370,269.11,JPY,failed,2023/02/03
2063,6877,invalid,GBP,FAILED,2023-01-19
2064,7159,243.84,USD,,2023/01/03
2065,922,,GBP,,2023-01-09
2066,995,,EUR,failed,2023/01/26
2067,314,263.99,EUR,paid,2023-01-03
2068,5604,194.97,GBP,,2023-01-23
2069,517,,JPY,,2023-01-07
2070,172,29.63,USD,FAILED,2023-02-02
2071,129,207.17,EUR,paid,2023-01-01
2072,870,231.18,GBP,failed,2023-02-01
2073,90,44.48,USD,paid,2023/01/12
2074,32,139.66,EUR,PENDING,2023-02-02
2075,217,153.29,JPY,,2023-01-17
2076,785,20.4,GBP,PAID,2023/01/11
2077,852,,USD,failed,2023/02/10
2078,718,invalid,JPY,FAILED,2023/01/24
2079,902,172.64,GBP,,2023-01-11
2080,86,159.33,EUR,,2023-01-12
2081,33,,USD,FAILED,2023-01-28
2082,7468,66.47,EUR,failed,2023-02-02
2083,287,90.43,USD,FAILED,2023-01-10
2084,676,,JPY,failed,2023-01-27
2085,952,196.33,EUR,PAID,2023/01/30
2086,237,173.94,EUR,,2023-01-16
2087,7241,39.49,JPY,,2023-01-01
2088,5308,116.25,EUR,PENDING,2023/01/29
2089,611,123.5,JPY,PENDING,2023-01-25
2090,372,172.8,EUR,PENDING,2023-01-09
2091,650,invalid,GBP,,2023/01/05
2092,585,249.89,GBP,,2023-01-01
2093,980,253.81,GBP,PENDING,2023-01-10
2094,576,,EUR,,2023-01-10
2095,492,287.17,GBP,failed,2023-01-02
2096,435,168.6,EUR,FAILED,2023/01/23
2097,7255,31.51,USD,,2023-02-08
2098,206,157.87,JPY,paid,2023/01/23
2099,675,255.14,GBP,paid,2023-02-09
2100,163,,JPY,failed,2023/02/04
2101,725,202.48,USD,PAID,2023/02/07
2102,434,invalid,USD,PENDING,2023-02-04
2103,177,42.86,JPY,,2023-01-18
2104,8090,277.2,JPY,FAILED,2023/02/10
2105,67,,GBP,failed,2023-01-24
2106,663,207.28,EUR,failed,2023-01-07
2107,107,118.91,JPY,PENDING,2023/02/05
2108,6358,invalid,GBP,PENDING,2023-01-11
2109,672,64.85,USD,PENDING,2023-01-13
2110,8143,257.29,GBP,PAID,2023/02/06
2111,752,35.95,JPY,FAILED,2023-01-22
2112,634,146.12,JPY,FAILED,2023-01-08
2113,61,invalid,JPY,FAILED,2023-01-21
2114,262,226.64,EUR,failed,2023-01-02
2115,956,174.77,JPY,PAID,2023-01-26
2116,848,202.62,USD,PAID,2023-01-20
2117,7758,,EUR,paid,2023-01-02
2118,895,296.36,JPY,paid,2023-01-05
2119,369,56.06,JPY,PENDING,2023-01-20
2120,314,206.78,USD,PENDING,2023-01-12
2121,502,215.78,EUR,PENDING,2023-02-02
2122,497,137.02,USD,,2023-01-26
2123,585,81.37,USD,FAILED,2023-01-12
2124,6077,267.61,USD,PENDING,2023-01-11
2125,7785,111.16,JPY,PENDING,2023-01-20
2126,155,140.34,EUR,PAID,2023/01/17
2127,601,54.51,USD,failed,2023-01-21
2128,602,invalid,USD,paid,2023/02/01
2129,507,84.07,EUR,failed,2023-01-14
2130,950,,EUR,paid,2023/01/14
2131,572,254.6,JPY,PAID,2023-01-10
2132,509,109.0,USD,PENDING,2023-01-29
2133,977,124.77,JPY,failed,2023-01-25
2134,6608,262.93,EUR,failed,2023-01-27
2135,599,66.23,USD,failed,2023-01-22
2136,971,invalid,EUR,PAID,2023-02-10
2137,84,166.77,JPY,PENDING,2023/02/03
2138,465,222.36,EUR,PAID,2023-02-04
2139,688,43.27,USD,PENDING,2023/02/01
2140,159,invalid,EUR,,2023-01-27
2141,387,143.39,GBP,paid,2023-01-15
2142,880,,EUR,PAID,2023-01-19
2143,5390,,EUR,paid,2023-01-12
2144,755,194.28,USD,PENDING,2023-02-04
2145,778,127.63,EUR,,2023-01-28
2146,10,270.37,JPY,failed,2023/02/03
2147,658,268.76,JPY,paid,2023/01/25
2148,5279,24.84,EUR,failed,2023-01-14
2149,74,241.87,JPY,FAILED,2023/01/22
2150,134,invalid,GBP,paid,2023/01/15
2151,270,invalid,JPY,PENDING,2023-02-02
2152,102,194.03,EUR,PENDING,2023-01-27
2153,7782,invalid,USD,PAID,2023-01-18
2154,284,56.04,EUR,PAID,2023-02-03
2155,703,,USD,,2023-01-07
2156,475,287.66,JPY,FAILED,2023/01/09
2157,969,298.92,EUR,,2023-02-04
2158,6525,158.61,EUR,,2023-01-04
2159,586,invalid,JPY,,2023-01-26
2160,5286,290.26,EUR,FAILED,2023/01/19
2161,403,188.41,GBP,,2023-01-28
2162,8,83.55,USD,,2023-01-07
2163,8257,189.19,JPY,PAID,2023/01/16
2164,371,125.5,EUR,,2023-02-09
2165,909,56.1,USD,failed,2023-01-17
2166,709,196.31,GBP,FAILED,2023-01-16
2167,72,298.27,JPY,PAID,2023/02/08
2168,733,195.39,USD,paid,2023-01-08
2169,891,invalid,USD,failed,2023-01-30
2170,8606,173.18,EUR,PENDING,2023/01/06
2171,349,53.57,EUR,paid,2023/01/18
2172,666,226.5,GBP,FAILED,2023-02-10
2173,954,254.01,JPY,PENDING,2023-02-05
2174,765,70.38,GBP,failed,2023-02-06
2175,86,276.92,USD,failed,2023-02-02
2176,994,invalid,EUR,PENDING,2023-01-07
2177,176,121.38,EUR,PENDING,2023/01/16
2178,872,287.88,EUR,FAILED,2023/01/03
2179,74,174.19,EUR,FAILED,2023-02-03
2180,194,181.1,JPY,FAILED,2023/01/27
2181,5801,271.18,USD,FAILED,2023/01/14
2182,167,17.04,EUR,FAILED,2023/01/18
2183,761,invalid,JPY,PENDING,2023-02-07
2184,162,184.69,EUR,failed,2023-01-01
2185,411,11.41,GBP,PENDING,2023-01-03
2186,17,233.26,JPY,,2023/02/09
2187,840,260.23,GBP,FAILED,2023-02-06
2188,502,83.63,USD,,2023-01-12
2189,628,,GBP,paid,2023/01/19
2190,422,188.71,EUR,PAID,2023-01-10
2191,780,57.18,JPY,failed,2023-01-04
2192,995,104.45,EUR,PENDING,2023-02-05
2193,223,133.63,USD,paid,2023-01-12
2194,33,203.62,USD,failed,2023/01/30
2195,997,93.25,EUR,PAID,2023-01-17
2196,5596,invalid,EUR,paid,2023/02/01
2197,523,invalid,JPY,paid,2023/01/08
2198,562,72.41,GBP,PENDING,2023/01/03
2199,176,invalid,EUR,,2023-01-28
2200,571,35.26,JPY,,2023-01-01
2201,729,11.09,EUR,failed,2023-01-12
2202,5034,8.5,USD,PAID,2023-01-04
2203,8892,54.65,USD,FAILED,2023-02-04
2204,524,90.63,JPY,failed,2023-02-07
2205,293,262.47,JPY,FAILED,2023-01-19
2206,945,275.31,JPY,PAID,2023-02-06
2207,325,283.65,USD,PENDING,2023-02-05
2208,726,210.49,JPY,PENDING,2023/01/20
2209,220,299.29,JPY,paid,2023-01-04
2210,263,269.48,USD,PAID,2023-01-07
2211,101,133.0,USD,failed,2023-01-29
2212,471,77.06,EUR,PENDING,2023-01-07
2213,631,153.54,USD,PENDING,2023-01-18
2214,794,110.03,USD,FAILED,2023-01-17
2215,655,199.14,JPY,,2023-01-16
2216,10,273.42,USD,,2023-01-23
2217,507,119.14,GBP,,2023-01-07
2218,5521,38.95,EUR,paid,2023/01/10
2219,680,invalid,EUR,,2023-02-06
2220,607,218.95,USD,PENDING,2023/01/21
2221,243,invalid,EUR,paid,2023/01/02
2222,770,258.24,EUR,paid,2023-02-05
2223,5175,93.3,JPY,paid,2023-01-03
2224,616,160.48,JPY,,2023-01-11
2225,299,215.69,GBP,FAILED,2023-01-21
2226,60,208.98,GBP,FAILED,2023-01-23
2227,571,,EUR,,2023-01-08
2228,765,293.69,EUR,PAID,2023-01-14
2229,6239,147.68,GBP,PAID,2023/01/29
2230,970,,EUR,,2023/01/27
2231,964,77.62,GBP,PENDING,2023/01/29
2232,309,199.13,JPY,PAID,2023-01-08
2233,948,269.84,USD,PAID,2023/01/28
2234,5075,272.41,GBP,PENDING,2023-02-10
2235,414,229.19,GBP,PAID,2023-02-03
2236,5200,163.66,USD,FAILED,2023-01-01
2237,6210,invalid,GBP,paid,2023-02-04
2238,254,227.14,USD,failed,2023-01-20
2239,967,invalid,USD,FAILED,2023-01-27
2240,940,49.82,JPY,failed,2023-02-03
2241,599,104.3,USD,paid,2023-02-06
2242,332,172.62,USD,PENDING,2023-01-12
2243,486,184.3,USD,paid,2023/02/10
2244,641,80.61,EUR,PAID,2023/01/25
2245,5106,invalid,GBP,,2023-01-23
2246,998,,EUR,FAILED,2023/01/21
2247,388,156.12,EUR,PAID,2023/01/06
2248,706,164.84,GBP,PENDING,2023-01-05
2249,116,147.48,USD,paid,2023-01-10
2250,512,42.28,JPY,,2023/01/01
2251,8091,173.35,EUR,failed,2023-01-08
2252,7492,78.08,USD,PAID,2023/01/10
2253,505,30.29,GBP,,2023-01-18
2254,203,99.12,JPY,FAILED,2023-01-12
2255,463,60.08,GBP,PENDING,2023/01/20
2256,235,193.94,JPY,failed,2023/01/07
2257,5113,258.6,JPY,,2023/02/06
2258,742,invalid,JPY,PENDING,2023-01-22
2259,461,invalid,GBP,FAILED,2023/02/05
2260,281,247.22,GBP,paid,2023-01-06
2261,745,222.07,EUR,failed,2023/01/23
2262,7331,298.99,USD,PAID,2023-01-10
2263,8768,31.53,JPY,FAILED,2023-01-16
2264,763,31.38,EUR,paid,2023/01/31
2265,685,110.44,USD,failed,2023-01-19
2266,16,125.9,GBP,FAILED,2023-01-04
2267,610,197.49,EUR,PAID,2023-02-08
2268,976,298.2,JPY,failed,2023-02-02
2269,1,invalid,EUR,FAILED,2023-01-26
2270,91,254.27,JPY,FAILED,2023-02-08
2271,27,246.8,USD,paid,2023-01-22
2272,105,109.51,EUR,FAILED,2023-01-19
2273,793,invalid,EUR,paid,2023-01-04
2274,577,236.43,EUR,PAID,2023/01/18
2275,710,138.83,USD,PENDING,2023-01-21
2276,184,110.1,GBP,paid,2023-02-10
2277,160,244.98,GBP,failed,2023-01-04
2278,6097,30.51,JPY,PENDING,2023-01-04
2279,814,188.17,USD,paid,2023-01-01
2280,955,77.11,JPY,FAILED,2023-01-21
2281,799,176.24,EUR,PAID,2023-02-03
2282,247,100.26,USD,PENDING,2023-01-25
2283,386,73.27,USD,,2023-02-05
2284,5481,invalid,JPY,FAILED,2023/02/10
2285,7421,41.57,USD,failed,2023-02-01
2286,862,invalid,USD,paid,2023-02-01
2287,804,,GBP,,2023-01-26
2288,28,280.46,USD,,2023/01/04
2289,195,112.05,JPY,,2023-02-04
2290,8629,invalid,EUR,PAID,2023-01-08
2291,6332,116.04,JPY,PAID,2023-01-17
2292,842,264.12,EUR,paid,2023/02/08
2293,7731,42.99,GBP,,2023-01-18
2294,31,73.46,GBP,FAILED,2023/01/07
2295,247,128.46,JPY,PENDING,2023-01-08
2296,601,80.06,EUR,paid,2023/01/17
2297,848,,JPY,failed,2023/02/10
2298,162,invalid,GBP,failed,2023/02/09
2299,5490,99.73,EUR,PAID,2023-02-07
2300,716,13.21,USD,,2023/01/30
2301,961,42.0,EUR,PAID,2023/01/20
2302,556,196.33,USD,paid,2023-01-10
2303,583,173.61,GBP,,2023-01-04
2304,731,175.38,EUR,paid,2023/01/28
2305,903,227.86,JPY,paid,2023/01/17
2306,377,14.19,EUR,,2023-01-12
2307,932,invalid,GBP,failed,2023-01-13
2308,277,146.72,JPY,paid,2023-01-31
2309,429,41.55,GBP,FAILED,2023-01-03
2310,386,88.92,JPY,paid,2023/01/17
2311,774,189.54,EUR,PENDING,2023-01-20
2312,5148,,USD,FAILED,2023/02/07
2313,590,231.43,JPY,PENDING,2023/02/02
2314,617,invalid,JPY,PENDING,2023/01/09
2315,620,166.92,JPY,PENDING,2023-01-03
2316,397,268.41,USD,paid,2023-02-06
2317,794,297.29,JPY,failed,2023-02-09
2318,82,49.51,GBP,FAILED,2023-02-05
2319,8655,180.83,EUR,failed,2023/02/01
2320,25,175.57,JPY,paid,2023/01/02
2321,6195,114.44,JPY,FAILED,2023-02-03
2322,773,293.01,JPY,,2023/01/08
2323,272,27.91,USD,failed,2023-01-01
2324,6787,218.61,USD,,2023/01/08
2325,8949,167.77,GBP,PAID,2023-01-07
2326,8341,invalid,EUR,FAILED,2023-01-22
2327,598,,JPY,PAID,2023-01-22
2328,6754,136.8,USD,failed,2023-01-27
2329,900,150.88,EUR,paid,2023-01-04
2330,638,146.55,GBP,PENDING,2023-01-16
2331,662,167.24,JPY,,2023-01-04
2332,575,invalid,USD,paid,2023-02-09
2333,689,74.97,GBP,PAID,2023-01-02
2334,403,,EUR,failed,2023-01-21
2335,894,234.42,USD,PAID,2023-01-27
2336,636,26.94,JPY,FAILED,2023-01-28
2337,942,22.16,USD,,2023-01-02
2338,856,200.44,EUR,PAID,2023/01/07
2339,229,,USD,paid,2023-01-13
2340,85,,GBP,PAID,2023-01-09
2341,974,195.88,JPY,FAILED,2023/01/28
2342,545,271.71,USD,,2023-01-11
2343,359,198.82,GBP,FAILED,2023-01-20
2344,538,invalid,GBP,paid,2023-01-25
2345,890,174.94,JPY,,2023-01-07
2346,348,162.33,GBP,PENDING,2023-01-12
2347,969,190.1,USD,paid,2023-01-14
2348,492,153.55,EUR,PAID,2023-01-23
2349,954,298.17,EUR,failed,2023/01/07
2350,8799,123.69,GBP,,2023-02-05
2351,6681,invalid,USD,paid,2023-01-03
2352,883,54.81,USD,FAILED,2023-01-23
2353,316,50.07,JPY,PENDING,2023-02-02
2354,585,229.75,JPY,failed,2023/02/02
2355,6376,68.96,JPY,,2023-02-05
2356,714,36.28,USD,PENDING,2023/01/31
2357,136,invalid,GBP,paid,2023-01-01
2358,580,12.2,GBP,PENDING,2023-02-01
2359,718,244.91,GBP,FAILED,2023/01/19
2360,5946,127.52,USD,failed,2023-01-20
2361,678,243.81,GBP,FAILED,2023-01-15
2362,617,98.15,USD,PENDING,2023-01-24
2363,102,,JPY,,2023-01-06
2364,8407,187.15,EUR,PENDING,2023-01-27
2365,164,168.34,GBP,PENDING,2023-01-24
2366,466,158.21,GBP,PENDING,2023/01/01
2367,805,,JPY,FAILED,2023-02-08
2368,794,121.99,USD,failed,2023/02/02
2369,639,,USD,paid,2023/01/09
2370,883,8.11,EUR,FAILED,2023/01/02
2371,53,77.06,JPY,FAILED,2023-01-16
2372,528,127.92,JPY,paid,2023-01-13
2373,525,75.72,USD,FAILED,2023-01-11
2374,5058,232.34,JPY,PAID,2023-01-21
2375,8108,211.96,GBP,PENDING,2023-01-25
2376,141,9.12,JPY,PAID,2023-02-09
2377,6474,72.65,JPY,,2023-01-06
2378,8921,80.89,GBP,PENDING,2023/01/28
2379,923,175.19,EUR,FAILED,2023-02-03
2380,973,190.76,JPY,failed,2023-01-03
2381,347,69.7,USD,PENDING,2023/01/18
2382,524,252.83,GBP,PAID,2023-01-01
2383,861,35.27,EUR,failed,2023-01-02
2384,6334,289.61,JPY,,2023-01-19
2385,643,284.3,JPY,failed,2023-02-04
2386,7771,264.36,EUR,paid,2023-01-23
2387,753,212.3,USD,FAILED,2023-01-06
2388,722,263.79,USD,failed,2023/01/05
2389,5755,invalid,USD,paid,2023/02/06
2390,783,67.78,USD,PAID,2023-01-27
2391,406,294.29,EUR,PENDING,2023-02-03
2392,487,76.58,EUR,paid,2023-02-04
2393,899,260.87,USD,PENDING,2023-01-09
2394,420,241.64,EUR,PAID,2023-02-02
2395,130,116.75,JPY,failed,2023-01-29
2396,330,266.94,USD,paid,2023-01-25
2397,8732,289.15,GBP,FAILED,2023/01/20
2398,617,283.54,JPY,failed,2023-01-29
2399,806,invalid,JPY,failed,2023-01-12
2400,410,invalid,USD,FAILED,2023-02-01
2401,435,invalid,JPY,PAID,2023-01-14
2402,3,26.43,GBP,paid,2023-02-10
2403,7206,199.21,GBP,failed,2023-01-02
2404,355,213.09,GBP,FAILED,2023/01/10
2405,46,297.81,EUR,failed,2023/02/10
2406,53,73.76,EUR,failed,2023-01-17
2407,165,43.58,USD,failed,2023-01-25
2408,321,212.36,EUR,PENDING,2023-01-06
2409,581,132.86,JPY,,2023-01-28
2410,151,222.64,EUR,PENDING,2023-02-03
2411,350,149.34,USD,PAID,2023-01-21
2412,433,75.27,USD,paid,2023-01-15
2413,73,158.34,EUR,,2023-01-06
2414,639,76.82,EUR,FAILED,2023-02-04
2415,385,82.21,USD,PAID,2023-01-28
2416,5227,32.01,USD,FAILED,2023/02/02
2417,169,63.08,GBP,failed,2023/02/05
2418,897,254.6,GBP,FAILED,2023-01-03
2419,558,117.12,JPY,,2023/02/08
2420,518,invalid,JPY,failed,2023-01-19
2421,854,265.75,EUR,failed,2023/02/09
2422,7,120.72,USD,PENDING,2023-01-17
2423,9,131.06,JPY,PAID,2023-01-02
2424,424,7.47,JPY,FAILED,2023-01-24
2425,246,58.82,GBP,failed,2023-02-05
2426,277,55.67,GBP,FAILED,2023-01-21
2427,268,invalid,GBP,FAILED,2023-01-26
2428,239,101.18,USD,PENDING,2023/01/16
2429,270,invalid,USD,PENDING,2023/01/21
2430,5149,92.02,GBP,PENDING,2023-01-31
2431,5446,99.88,GBP,paid,2023-02-07
2432,521,47.45,USD,failed,2023/02/08
2433,312,,JPY,failed,2023-01-13
2434,57,198.6,JPY,paid,2023/01/05
2435,724,50.41,EUR,paid,2023-02-09
2436,468,invalid,USD,FAILED,2023/02/04
2437,744,25.02,EUR,,2023/02/07
2438,611,210.27,USD,failed,2023-02-02
2439,372,204.88,JPY,PENDING,2023-01-02
2440,648,66.44,EUR,failed,2023/01/01
2441,345,25.39,JPY,,2023-01-12
2442,784,272.11,JPY,FAILED,2023-01-10
2443,887,106.97,JPY,PENDING,2023/01/13
2444,573,50.38,USD,failed,2023/01/17
2445,283,51.17,USD,PENDING,2023-01-12
2446,512,60.09,EUR,PAID,2023-01-16
2447,971,36.76,USD,failed,2023-01-11
2448,883,68.25,GBP,,2023-01-30
2449,239,199.36,GBP,PAID,2023-01-21
2450,872,60.97,JPY,PAID,2023-01-04
2451,6799,262.96,JPY,,2023-01-27
2452,754,49.76,JPY,PAID,2023-01-24
2453,778,,USD,FAILED,2023/01/06
2454,5043,249.11,EUR,paid,2023-02-03
